Currency,AED,ALL,ARS,EUR,AUD,BAM,BGN,BHD,BND,BRL,CAD,CHF,CLP,CNY,COP,CZK,DKK,DZD,GBP,HKD,HUF,IDR,ILS,INR,IRR,ISK,JPY,KRW,KWD,KZT,LKR,MAD,MKD,MUR,MXN,MYR,NOK,NPR,NZD,OMR,PEN,PHP,PKR,PLN,QAR,RON,RSD,RUB,SAR,SEK,SGD,THB,TND,TRY,TTD,TWD,UAH,USD,UYU,VEF,XDR,ZAR
2023-06-26,3.6725,98.23,254.5417,0.915919,1.497161,,1.791354,,1.3515,4.7789888257923,1.31471,0.89183,,7.233193,,21.660561,6.819747,,0.786573,7.829364,338.06558,15056.072541,3.623832,82.02647,,,143.258839,1305.706173,0.30705,,307.5,,,,17.115131,4.673475,10.723576,,1.62026,,NaN,55.745558,,4.06329,3.64,4.539385,,,,10.70022,1.352354,35.170361,,25.903370580692,,31.03,36.5686,1,,,0.7494,18.60643
2023-06-25,NaN,,NaN,,,,,,NaN,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,,,,,
2023-06-24,NaN,,NaN,,,,,,NaN,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,NaN,,,84.0793,,,,,,,,,NaN,,,,,
2023-06-23,NaN,99.15,252.9917,0.91878,1.496233,,1.79695,,1.3483,4.7992466005145,1.321205,0.897924,805.02,7.179438,4114.39,21.732819,6.843532,,0.785364,7.829474,339.85667,15010.740537,3.620085,81.973999,,,143.182653,1310.106578,NaN,,307.5,,,45.8112,17.246049,4.676498,10.893513,,1.631569,,3.633,55.766262,,4.064498,NaN,4.551452,,83.6077,,10.726755,1.352995,35.210401,,25.246324880559,6.7725,30.94,36.5686,1,37.54,,0.75,18.711136
2023-06-22,3.6725,97.04,252.5083,0.910332,1.474192,,1.780428,,1.3406,4.7638598088302,1.316614,0.894401,801.9,7.179426,4158.21,21.559399,6.780701,,0.783933,7.827674,336.304051,14953.108785,3.627401,81.957214,,135.18,142.057351,1296.87756,0.30675,,306,,,45.5649,17.153482,4.650979,10.558944,,1.611106,0.3845,3.6375,55.651343,,4.028493,3.64,4.51807,,84.2467,,10.671279,1.341921,35.079654,,24.237505689577,6.76,30.94,36.5686,1,37.765,,0.7458,18.441056
2023-06-21,3.6725,97.75,252.0083,0.915499,1.478898,,1.790534,,1.3438,4.7855900393665,1.321523,0.897464,NaN,7.18841,4149.18,21.755012,6.818548,135.488,0.785755,7.828435,338.64323,14950.837682,3.607434,82.007232,,135.77,141.801703,1294.406299,0.30695,,306,,56.28,45.8305,17.155818,4.644969,10.754372,,1.620159,0.3845,3.6425,55.613842,,4.058226,3.64,4.543166,,84.2336,,10.762886,1.34377,34.840245,,23.559736336171,6.7685,30.94,36.5686,1,37.912,,0.7481,18.381672
2023-06-20,3.6725,98.08,NaN,0.914662,1.474435,,1.788896,,1.3419,4.7906338607884,1.32379,0.897101,795.63,7.176621,4145.72,21.728711,6.813409,135.3996,0.783911,7.825848,340.75734,15009.704564,3.605964,82.093204,,136.38,141.324431,1286.316656,0.30685,,306,,56.3,45.6823,17.103357,4.639989,10.715723,,1.620232,0.3845,3.6445,55.577609,,4.066862,NaN,4.539376,,83.9866,,10.754596,1.343456,34.739779,,23.569651513766,6.7474,30.91,36.5686,1,37.931,,0.7473,18.267996
2023-06-19,NaN,98.86,NaN,0.915583,1.461637,,1.790698,,NaN,4.8148690715986,1.319447,0.894708,793.35,7.158213,4145.72,21.770738,6.820912,135.3407,0.7807,7.817158,342.79436,14998.342794,3.60813,81.956144,,136.51,141.860465,1282.66801,NaN,,NaN,,56.08,NaN,17.100165,4.627541,10.651437,,1.613715,NaN,3.638,55.743454,,4.080754,NaN,4.540194,,NaN,,10.707105,1.340963,34.78026,,23.644936824757,NaN,NaN,36.5686,1,NaN,,NaN,18.174052
2023-06-18,NaN,,NaN,,,,,,NaN,,,,NaN,,4145.72,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-06-17,NaN,,NaN,,,,,,NaN,,,,NaN,,4145.72,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,,83.6498,,,,,,,NaN,,NaN,,NaN,,,
2023-06-16,NaN,98.82,249.1583,0.91191,1.453675,,1.783513,,1.3376,4.813970454131,1.322269,0.890936,796.97,7.122013,4164.66,21.718949,6.794182,135.4349,0.779026,7.824093,340.142258,14944.145541,3.558636,81.885191,,136.33,141.02681,1274.548605,NaN,,305.57,,56.84,45.5722,17.123017,4.614536,10.502462,,1.60414,NaN,3.638,55.850812,,4.078789,NaN,4.523983,,83.9611,,10.571311,1.335674,34.609703,,23.663231807405,6.7448,30.7,36.5686,1,38.02,,0.7458,18.148915
2023-06-15,3.6725,99.47,248.5833,0.9243,1.471855,,1.807746,,1.3442,4.8289120990849,1.332378,0.902209,800.12,7.162492,4182.33,21.953046,6.88816,135.9183,0.790785,7.825215,347.56447,14981.523246,3.587208,82.246511,,138,141.288474,1282.558462,0.30715,,306.5,,56.89,45.8052,17.176449,4.626028,10.631759,,1.622978,0.3845,3.651,56.047694,,4.130973,NaN,4.582494,,84.3249,,10.740919,1.344209,34.839634,,23.672428135687,6.732,30.68,36.5686,1,38.173,,0.7493,18.416859
2023-06-14,3.6725,99.37,247.8,0.925155,1.472384,,1.809418,,1.342,4.8560458876862,1.330188,0.902119,804.38,7.157276,4186.3,22.014988,6.895087,136.0421,0.790591,7.830974,343.04746,14895.179943,3.601813,82.056157,,137.57,139.892682,1277.564992,0.30715,,309.68,,56.98,45.8301,17.218337,4.621519,10.617078,,1.619114,0.3845,3.649,55.913591,,4.121843,NaN,4.585068,,83.6405,,10.695254,1.341382,34.709964,,23.581737441021,6.7465,30.73,36.5686,1,38.231,,0.7497,18.421686
2023-06-13,3.6725,98.78,247.2917,0.926526,1.475215,,1.8121,,1.3415,4.8613916427314,1.334476,0.906513,806.84,7.149727,4173.66,22.063374,6.904846,136.0185,0.795423,7.833781,343.861762,14865.959418,3.570462,82.33392,,138.52,139.553414,1272.797183,0.30715,,306,,57.12,45.8632,17.294079,4.616974,10.76948,,1.627351,0.3845,3.6445,55.825072,,4.146206,NaN,4.598073,108.7004,NaN,3.75,10.784768,1.340406,34.53998,,23.670063930325,6.7402,30.67,36.5686,1,38.427,,0.75,18.631242
2023-06-12,3.6725,98.56,246.7833,0.928936,1.478867,,1.816814,,1.3439,4.8814677194612,1.333674,0.905806,787.2,7.142406,4173.66,22.070599,6.922434,136.2366,0.795894,7.833349,341.987924,14860.055736,3.588203,82.427311,,138.88,139.368323,1287.282861,0.30715,,298,,57.05,46.0169,17.277938,4.619972,10.807246,,1.629354,0.3845,3.654,56.039015,,4.124013,NaN,4.604552,109.1263,NaN,3.75,10.792847,1.342963,34.589875,,23.583279145379,6.7336,30.76,36.5686,1,38.662,,0.7503,18.562935
2023-06-11,3.6725,,NaN,,,,,,NaN,,,,NaN,,4173.66,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-06-10,3.6725,,NaN,,,,,,NaN,,,,NaN,,4173.66,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,82.6417,,,,,,,NaN,,NaN,,NaN,,,
2023-06-09,3.6725,98.07,244.9667,0.927644,1.486364,,1.814286,,NaN,4.9132653061224,1.332282,0.901299,790.75,7.127922,4179.98,21.953618,6.91141,136.154,0.795872,7.837941,342.050093,14839.257885,3.600742,82.458256,,138.68,139.369202,1290.454545,NaN,,295.5,,57.27,NaN,17.379963,4.614007,10.7718,,1.635158,NaN,3.6435,56.053803,,4.137755,NaN,4.597959,108.7882,82.093,3.75,10.828386,1.343228,34.579777,,23.306493506494,NaN,30.74,36.5686,1,38.705,,0.7507,18.720408
2023-06-08,3.6725,99.15,244.3333,0.931359,1.495855,,1.821552,,1.3483,4.9237217099749,1.335755,0.908168,793.47,7.128714,4209.14,22.003353,6.938437,136.49,0.802021,7.835149,343.345441,14882.61153,3.663593,82.534227,,139.24,139.685201,1303.772003,0.30725,,294,,57.38,45.7725,17.340784,4.618515,10.950917,,1.648133,0.3845,3.658,56.093881,,4.17137,NaN,4.61302,109.456,81.4581,3.75,10.848468,1.346745,34.840272,,23.365465213747,NaN,30.74,36.5686,1,38.903,,0.7518,18.933035
2023-06-07,3.6725,99.99,243.8083,0.933097,1.493328,,1.824951,,1.3479,4.90874311841,1.339087,0.905477,797.79,7.113465,4245,22.044415,6.951012,136.6315,0.802183,7.84072,344.060838,14837.865074,3.652608,82.5007,,140.43,139.423346,1300.77447,0.30725,,291,,57.52,45.7328,17.362881,4.597462,11.008211,,1.645983,0.3845,3.6725,55.987683,,4.170477,NaN,4.626855,109.7416,81.2502,3.75,10.847719,1.346646,34.740133,,23.133806102454,6.7405,30.74,36.5686,1,38.954,,0.7518,19.033871
2023-06-06,3.6725,100.42,243.175,0.936067,1.501264,,1.830759,,1.3493,4.9179069549752,1.342507,0.907797,797.74,7.117851,4307.02,22.016288,6.973135,136.5017,0.805981,7.842086,345.062248,14875.241037,3.700178,82.588692,,141.44,139.558177,1300.131049,NaN,,291.5,,57.56,45.8314,17.451652,4.607507,11.118132,,1.645512,0.3845,3.689,56.223907,,4.204343,NaN,4.642142,109.3028,81.3294,3.75,10.878499,1.348966,34.785173,,21.507254516522,6.7271,30.71,36.5686,1,38.992,,0.7524,19.244875
2023-06-05,3.6725,101.17,242.55,0.935454,1.517212,,1.82956,,1.3505,4.9540692235734,1.343966,0.910384,797.97,7.115248,4355.8,22.05145,6.967633,136.5667,0.807512,7.837886,345.444341,14870.121609,3.741441,82.624415,,141.16,140.280636,1306.351731,0.30735,,290,,57.49,45.885,17.556127,4.577456,11.064079,,1.652198,0.3845,3.6765,56.189897,,4.184752,NaN,4.644808,109.6058,NaN,3.75,10.890552,1.351824,34.880262,,21.231431244153,NaN,30.71,36.5686,1,38.782,,0.7529,19.350327
2023-06-04,3.6725,,NaN,,,,,,NaN,,,,NaN,,4355.8,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-06-03,3.6725,,NaN,,,,,,NaN,,,,NaN,,4355.8,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,80.8756,,,,,,,NaN,,NaN,,NaN,,,
2023-06-02,3.6725,101.07,240.7417,0.929109,1.509616,,1.817151,,NaN,4.9941466133978,1.341912,0.906625,804.6,7.067267,4410.49,21.979931,6.920747,136.2189,0.798383,7.836663,345.033912,14843.277896,3.745331,82.354362,,139.46,138.864629,1302.294899,NaN,,290,,NaN,45.6946,17.516213,4.577534,11.005296,,1.640063,NaN,3.685,55.869181,,4.178668,NaN,4.610425,108.939,80.9657,3.75,10.731673,1.344792,34.610239,,20.880981139088,6.7386,30.66,36.5686,1,38.743,,0.7495,19.46121
2023-06-01,3.6725,102.32,240.0667,0.934842,1.533795,,1.828363,,1.3516,5.0511358324764,1.356829,0.909788,811.61,7.110966,4434.09,22.143592,6.962419,136.7316,0.802309,7.832663,346.284005,14924.520894,3.736562,82.459568,,139.95,139.5251,1321.146116,0.30735,,293.5,,57.56,45.9378,17.639993,4.613537,11.187249,,1.661681,0.3845,3.68,56.143779,,4.245115,3.64,4.641021,109.7723,80.9942,3.75,10.886697,1.352342,34.779845,,20.802094045059,6.7306,30.75,36.5686,1,38.799,,0.7519,19.778162
2023-05-31,3.6725,102.76,239.325,0.936067,1.544229,1.820393,1.830759,,1.3539,5.0817186183656,1.364972,0.910231,803.94,7.10718,4408.65,22.223158,6.971824,136.9359,0.808808,7.834503,347.140316,15005.513433,3.717401,82.692128,,140.13,139.595619,1325.741833,0.30735,,290,,57.24,45.891,17.716278,4.615464,11.237012,,1.665543,0.3845,3.6785,56.21361,,4.246747,3.64,4.651783,109.6331,80.6872,3.75,10.884396,1.354208,34.759899,,20.717027052326,6.7385,30.74,36.5686,1,38.779,,0.7533,19.784049
2023-05-30,3.6725,102.85,238.7917,0.930752,1.526154,1.82532,1.820365,,1.3542,5.0033507073716,1.357595,0.901899,802.14,7.072785,4461.66,22.0672,6.9328,136.8828,0.803844,7.833023,344.750558,14972.496277,3.71277,82.649386,,138.96,139.622115,1317.237528,0.30745,,294,,57.39,45.7516,17.541418,4.601545,11.052215,,1.64892,0.3845,3.674,56.286299,,4.210257,3.64,4.619322,109.534,80.0555,3.75,10.828369,1.34959,34.679821,,20.394452717796,NaN,30.55,36.5686,1,38.739,,0.7514,19.663905
2023-05-29,3.6725,102.99,238.2583,0.933271,1.529071,1.819208,1.825292,,NaN,4.9892673821745,1.359216,0.903686,804.11,7.076062,4461.66,22.111993,6.952123,136.7115,0.810126,7.830145,346.663556,14960.401307,3.719832,82.613159,,NaN,140.261316,1323.341111,NaN,,NaN,,57.2,NaN,17.593934,4.60504,11.122259,,1.64965,NaN,3.6735,56.068129,,4.218385,NaN,4.629025,109.2169,NaN,3.75,10.821839,1.35315,34.75035,,20.102099860009,NaN,NaN,36.5686,1,38.791,,NaN,19.655716
2023-05-28,3.6725,,NaN,,,1.819208,,,NaN,,,,NaN,,4461.66,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-05-27,3.6725,,NaN,,,1.819208,,,NaN,,,,NaN,,4461.66,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,79.9667,,,,,,,NaN,,NaN,,NaN,,,
2023-05-26,3.6725,103.08,NaN,0.930146,1.529067,1.821919,1.81918,,1.3528,5.011440796205,1.360804,0.902893,809.24,7.05739,4470.83,21.996093,6.928565,136.6112,0.807488,7.83462,345.651567,14962.003535,3.737327,82.601525,,139.06,139.74514,1325.885964,NaN,,297,,57.28,45.69,17.736955,4.600967,10.996,,1.642266,NaN,3.673,55.818994,,4.218584,NaN,4.61092,109.2064,79.9841,3.75,10.722723,1.350572,34.660032,,20.029764673054,6.747,30.72,36.5686,1,38.799,,0.751,19.546833
2023-05-25,3.6725,103,NaN,0.931532,1.531719,1.813472,1.821891,,1.3524,4.9669306008384,1.359944,0.904332,809.03,7.069492,4448.93,22.026083,6.940102,136.6466,0.808505,7.833442,346.809502,14942.552399,3.716255,82.725198,,140.38,139.385189,1326.781556,0.30735,,302,,57.05,45.7322,17.773358,4.625524,10.96367,,1.64462,0.3845,3.695,56.014905,,4.202143,3.64,4.610619,109.2193,79.9669,3.75,10.758267,1.352119,34.610154,,19.929576152771,6.7542,30.8,36.5686,1,38.834,,0.7516,19.326129
2023-05-24,3.6725,102.75,235.6333,0.927214,1.520816,1.814482,1.813445,,1.3466,4.9510431154381,1.353732,0.902364,801.71,7.047288,4501.81,21.948076,6.90561,136.3101,0.806611,7.831433,345.572554,14894.297636,3.717663,82.6586,,140.29,138.433009,1318.423737,0.30715,,303,,57.05,45.6321,17.848215,4.593046,10.957348,,1.630227,0.3845,3.6865,55.695874,,4.16319,3.64,4.600278,108.7741,80.1665,3.75,10.672508,1.346871,34.465461,,19.887528975429,6.7726,30.84,36.5686,1,38.673,,0.7502,19.237738
2023-05-23,3.6725,102.84,234.9167,0.92773,1.51053,1.807272,1.814454,,1.3456,4.9771778458113,1.351795,0.901568,800.24,7.054365,4528.67,21.96957,6.909268,136.2924,0.80706,7.837462,349.2439,14883.783282,3.688283,82.816124,,140.37,138.417293,1319.927637,0.30715,,304.5,,56.82,45.6927,17.92606,4.569997,10.93979,,1.599963,0.3845,3.692,55.712033,,4.176454,3.64,4.612673,108.531,79.9379,3.75,10.62195,1.347713,34.729567,,19.852769273588,6.7749,30.73,36.5686,1,38.625,,0.7497,19.289359
2023-05-22,3.6725,102.71,234.4083,0.924044,1.505637,1.809613,1.807245,,1.3444,4.9950101644798,1.350767,0.896322,797,7.028923,4528.67,21.877657,6.882092,136.2215,0.802495,7.82628,346.266864,14877.407134,3.654777,82.859915,,139.81,138.273887,1315.616337,0.30705,,305,,56.9,45.7499,17.902606,4.547958,10.882,,1.592312,0.3845,3.6905,55.768804,,4.170486,3.64,4.595916,108.3821,NaN,3.75,10.512382,1.344853,34.450194,,19.832655701349,6.7658,30.67,36.5686,1,NaN,,0.748,19.325171
2023-05-21,3.6725,,NaN,,,1.809613,,,NaN,,,,NaN,,4528.67,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-05-20,3.6725,,NaN,,,1.809613,,,NaN,,,,NaN,,4528.67,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,79.9093,,,,,,,NaN,,NaN,,NaN,,,
2023-05-19,3.6725,103.42,232.7417,0.925241,1.501758,1.808776,1.809585,,1.3486,4.9550333086603,1.348538,0.900999,796.04,7.010178,4521.64,21.987417,6.891284,136.3514,0.803479,7.817728,348.565877,14923.334567,3.639711,82.736399,,139.99,138.369726,1325.647668,NaN,,306.5,,56.87,45.6652,17.658216,4.53849,10.82624,,1.591969,NaN,3.692,55.754996,,4.18255,NaN,4.606125,108.916,80.0366,3.75,10.519523,1.345115,34.390266,,19.808382679497,6.7615,30.62,36.5686,1,38.856,,0.7485,19.323464
2023-05-18,3.6725,103.91,232.2417,0.924813,1.506058,1.806104,1.808749,,1.3422,4.9581059835383,1.347267,0.900305,797.24,7.027005,4528.3,21.90234,6.887728,136.2244,0.80357,7.827615,345.759734,14879.663368,3.639046,82.577915,,NaN,137.871081,1333.644687,0.30705,,306,,56.78,45.643,17.706464,4.536484,10.854527,,1.602053,0.3845,3.7,55.788403,,4.201424,3.64,4.597059,108.2655,80.7642,3.75,10.506705,1.345048,34.325349,,19.787662998243,6.7477,30.75,36.5686,1,38.914,,0.7482,19.392675
2023-05-17,3.6725,104.7,231.65,0.923446,1.502724,1.797473,1.806076,,1.341,4.9614922892234,1.349063,0.899991,794.44,6.996214,4531.58,21.822883,6.877459,136.1299,0.802429,7.829717,342.829439,14884.236772,3.646966,82.360144,,140.46,136.956321,1337.593499,0.3069,,305,10.1485,56.52,45.5453,17.591006,4.524979,10.831563,,1.598763,0.3845,3.694,56.139071,,4.161972,3.64,4.580755,107.9878,79.9798,3.75,10.458029,1.342876,34.265398,,19.758518792132,6.7433,30.78,36.5686,1,38.904,,0.7471,19.280912
2023-05-16,3.6725,102.71,231.175,0.919033,1.498667,1.798299,1.797445,,1.3359,4.9021229666391,1.346567,0.894403,783.35,6.965628,4506.49,21.75811,6.843856,135.864,0.798989,7.83871,339.307049,14825.925926,3.662807,82.221763,,138.68,135.915817,1340.667218,0.3068,,309,10.1324,56.54,45.5272,17.445272,4.499035,10.672732,,1.601691,0.3845,3.6805,56.061943,,4.123242,3.64,4.547192,107.7742,79.1004,3.75,10.363478,1.336734,33.970223,,19.706368899917,6.7555,30.79,36.5686,1,38.945,,0.7444,19.069571
2023-05-15,3.6725,102.46,230.6417,0.919456,1.495127,1.795657,1.798271,,1.3388,4.9127436557558,1.350129,0.896193,787,6.953016,4564.44,21.675248,6.847278,135.929,0.799402,7.83836,339.554983,14793.628172,3.657227,82.290364,,138.75,136.217359,1336.695476,0.3069,,313,10.1006,56.46,45.6825,17.549834,4.497517,10.650055,,1.608496,0.3845,3.6615,56.072085,,4.144722,3.64,4.539812,107.9142,NaN,3.75,10.381114,1.337624,33.810224,,19.666789260758,6.7478,30.81,36.5686,1,38.949,,0.7448,19.078338
2023-05-14,3.6725,,NaN,,,1.795657,,,NaN,,,,NaN,,4564.44,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-05-13,3.6725,,NaN,,,1.795657,,,NaN,,,,NaN,,4564.44,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,77.2041,,,,,,,NaN,,NaN,,NaN,,,
2023-05-12,3.6725,101.61,229.3333,0.918105,1.497429,1.789414,1.79563,,1.3316,4.9434447300771,1.349798,0.894602,796.38,6.952075,4601.15,21.672787,6.838414,135.7577,0.798935,7.842912,340.598604,14809.245318,3.644418,82.188762,,137.99,134.979802,1335.861183,NaN,,312,10.0724,56.26,45.5379,17.633768,4.478975,10.67848,,1.606959,NaN,3.654,55.824458,,4.162964,NaN,4.52791,107.3736,75.8846,3.75,10.321796,1.334374,33.990084,,19.609621740727,6.7396,30.75,36.5686,1,38.968,,0.7435,19.227874
2023-05-11,3.6725,101.25,228.9917,0.914913,1.484538,1.786146,1.789387,,1.3257,4.9604757548033,1.34236,0.892772,788.15,6.936597,4545.39,21.489479,6.814639,135.6099,0.794099,7.838152,339.844465,14710.997255,3.647667,82.059012,,137.15,134.071363,1328.252516,0.3064,,313,10.0562,56.17,45.4004,17.588381,4.462489,10.537969,,1.576212,0.3845,3.679,55.680695,,4.138884,3.64,4.512534,106.8215,76.6929,3.75,10.263861,1.327539,33.665142,,19.559103385178,6.7427,30.78,36.5686,1,38.953,,0.7426,18.983074
2023-05-10,3.6725,101.06,228.5083,0.913242,1.481461,1.784679,1.786119,,1.3265,4.9768949771689,1.338539,0.892329,792.46,6.924018,4540.34,21.387215,6.801644,135.5272,0.792813,7.830046,338.794521,14749.753425,3.666941,82.026027,,136.89,135.324201,1324.009132,0.3064,,315.9,10.0309,56.14,45.44,17.712694,4.458539,10.546575,,1.580183,0.3845,3.674,55.703196,,4.14274,3.64,4.494886,106.8526,NaN,3.75,10.222648,1.327945,33.660274,,19.54100456621,6.7745,30.68,36.5686,1,38.928,,0.742,18.721918
2023-05-09,3.6725,101.03,228.0583,0.912492,1.479788,1.772067,1.784652,,1.3247,5.0062049457067,1.339447,0.893147,793.43,6.921526,4490.58,21.318551,6.793686,135.3617,0.793777,7.841409,339.155032,14745.14098,3.656994,82.078201,,137.51,135.021444,1324.847158,0.3064,,317,10.0058,55.73,45.4264,17.790857,4.449494,10.562095,,1.580436,0.3845,3.7,55.774249,,4.172187,3.64,4.489461,106.7412,NaN,3.75,10.209417,1.327128,33.690118,,19.514371749247,6.758,30.73,36.5686,1,38.86,,0.7412,18.432612
2023-05-08,3.6725,100.77,227.575,0.906043,1.471777,1.775767,1.77204,,1.3254,4.9481743227326,1.33279,0.8891,795.46,6.917369,4552.56,21.210474,6.747576,135.0841,0.790323,7.847966,337.22932,14711.805744,3.636133,81.795325,,136.36,135.13636,1321.246716,0.3063,,318,9.9717,55.86,45.4492,17.794056,4.436985,10.465253,,1.575519,0.3845,3.706,55.282232,,4.139984,3.64,4.461901,106.2111,NaN,3.75,10.148772,1.324635,33.869711,,19.507474857298,6.76,30.69,36.5686,1,38.692,,0.7397,18.352088
2023-05-07,3.6725,,NaN,,,1.775767,,,NaN,,,,NaN,,4552.56,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-05-06,3.6725,,NaN,,,1.775767,,,NaN,,,,NaN,,4552.56,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,76.8207,,,,,,,NaN,,NaN,,NaN,,,
2023-05-05,3.6725,100.93,226.1917,0.907935,1.487107,1.766146,1.77574,,1.3249,4.990012711095,1.349192,0.892319,800.54,6.910478,4616.58,21.246595,6.764028,135.1667,0.793336,7.847648,338.187761,14669.048484,3.646178,81.71509,,136.28,134.192845,1318.231342,NaN,,318.75,9.9852,55.57,45.3271,17.892954,4.436989,10.61331,,1.587797,NaN,3.713,55.229708,,4.15562,NaN,4.474305,106.1977,78.6139,3.75,10.202016,1.325586,33.749773,,19.497457781006,6.7516,30.64,36.5686,1,38.83,,0.74,18.371618
2023-05-04,3.6725,100.72,225.6583,0.903016,1.497652,1.771104,1.766119,,1.3277,4.9841069171031,1.361026,0.885136,806.03,6.911504,4667.09,21.184757,6.727741,135.1727,0.79479,7.848022,337.673831,14686.283186,3.636265,81.767654,,135.54,134.477154,1323.541629,0.3061,,319,9.9865,55.72,45.2754,17.898501,4.453043,10.681055,,1.595449,0.3845,3.7175,55.342243,,4.145295,3.64,4.451418,105.7926,79.3071,3.75,10.241105,1.326982,33.799892,,19.489344410331,6.7533,30.7,36.5686,1,38.952,,0.7395,18.182861
2023-05-03,3.6725,100.76,225.0917,0.905551,1.499955,1.781104,1.771077,,1.3335,5.0277098614507,1.362402,0.888255,808.75,6.912071,4713.08,21.333877,6.747623,135.2968,0.799285,7.84995,340.152133,14680.222766,3.636965,81.813366,,135.92,135.524767,1333.604999,0.30625,,319.5,10.0078,56.11,44.9732,17.958073,4.452957,10.76338,,1.604365,0.3845,3.7065,55.313773,,4.149235,3.64,4.464548,106.3565,79.9609,3.75,10.256724,1.331522,33.979897,,19.474508738567,6.7378,30.68,36.5686,1,39.074,,0.7409,18.26107
2023-05-02,3.6725,101.38,224.625,0.911993,1.493023,1.781104,1.783675,,1.3363,5.0025535795714,1.357501,0.897492,803.3,6.912084,4669,21.511172,6.797811,135.4858,0.80135,7.849977,339.243046,14722.635659,3.622161,81.852713,,136.53,137.437301,1340.921113,0.30645,,320,10.0648,56.02,45.2499,17.93917,4.464022,10.726858,,1.610032,0.3845,3.7105,55.368901,,4.173096,3.64,4.49658,NaN,NaN,3.75,10.297766,1.335705,34.179663,,19.471773825809,6.738,30.8,36.5686,1,39.015,,0.7437,18.373005
2023-05-01,3.6725,,NaN,,,1.781104,,,NaN,,,,NaN,,4669,,,135.3263,,,,,,,,NaN,,,0.3063,,319.09,,NaN,NaN,,,,,,0.3845,,,,,3.64,,NaN,NaN,3.75,,,,,,6.7526,30.79,36.5686,,NaN,,0.742,
2023-04-30,3.6725,,NaN,,,1.781104,,,NaN,,,,NaN,,4669,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,NaN,,,,,,,NaN,,NaN,,NaN,,,
2023-04-29,3.6725,,NaN,,,1.781104,,,NaN,,,,NaN,,4669,,,NaN,,,,,,,,NaN,,,NaN,,,,NaN,NaN,,,,,,NaN,,,,,NaN,,NaN,80.5093,,,,,,,NaN,,NaN,,NaN,,,
2023-04-28,3.6725,101.12,222.575,0.910664,1.51753,1.771264,1.781076,,1.334,4.9969948092159,1.364266,0.896002,801.61,6.919133,4654.14,21.402422,6.787906,135.3854,0.80184,7.849832,340.387943,14672.525271,3.6371,81.828158,,135.78,136.00765,1339.486386,0.30595,,320,10.077,55.71,45.0684,18.047719,4.460523,10.737638,,1.62681,0.3845,3.715,55.480375,,4.172207,3.64,4.489664,106.456,81.5601,3.75,10.337401,1.336764,34.119843,,19.452508878973,6.7309,30.72,36.5686,1,38.783,,0.7424,18.355159
2023-04-27,3.6725,100.52,222.02,0.905633,1.509871,1.771746,1.771237,,1.3355,5.0291613838073,1.362163,0.893135,805.21,6.923927,4552.59,21.293244,6.750408,135.2022,0.800833,7.849937,338.32639,14718.864336,3.639196,81.795417,,135.57,133.272958,1341.124796,0.30595,,319.67,10.0432,55.73,45.0436,18.129143,4.46296,10.608585,,1.624706,0.3845,3.734,55.719978,,4.156856,NaN,4.472922,106.0903,81.6274,3.75,10.306557,1.335718,34.109763,,19.428364426734,6.7618,30.7,36.5686,1,38.616,,0.7401,18.244159
