Currency,AED,ALL,ARS,EUR,AUD,BAM,BGN,BHD,BND,BRL,CAD,CHF,CLP,CNY,COP,CZK,DKK,DZD,GBP,HKD,HUF,IDR,ILS,INR,IRR,ISK,JPY,KRW,KWD,KZT,LKR,MAD,MKD,MUR,MXN,MYR,NOK,NPR,NZD,OMR,PEN,PHP,PKR,PLN,QAR,RON,RSD,RUB,SAR,SEK,SGD,THB,TND,TRY,TTD,TWD,UAH,USD,UYU,VEF,XDR,ZAR
2017-04-10,3.6725,128.21,15.343543202874,0.945358,1.334846,1.839915,1.848932,0.376,1.4076,3.1362261297032,1.338155,1.009832,656.47,6.903195,2858,25.078465,7.029968,110.614577,0.806721,7.769805,294.337304,13279.996219,3.661845,64.559936,32439,112.58,111.287578,1142.16298,0.30525,313.21,151.37,10.085933,57.97,35.3541,18.678956,4.435527,8.64464,102.86,1.440632,0.3845,3.246,49.623747,104.8569,3.998487,3.64,4.265268,117.0675,57.197391,3.7503,9.084704,1.406693,34.650217,2.32839,3.7335980336548,6.7719,30.60692,26.973995,1,28.443,9.975,0.7394,13.889015
2017-04-09,3.6725,,,,,1.839915,,NaN,NaN,,,,NaN,,2858,,,,,,,,,,NaN,,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-04-08,3.6725,,,,,1.839915,,NaN,NaN,,,,NaN,,2858,,,,,,,,,,NaN,,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-04-07,3.6725,127.56,15.409501411101,0.940734,1.328598,1.833705,1.839887,0.376,1.4017,3.1372530573848,1.34111,1.006115,656.51,6.897272,2853.1,24.988711,6.995579,110.382785,0.805014,7.770085,291.966134,13322.126058,3.648542,64.325024,NaN,112.4,110.667921,1134.854186,0.3049,313.02,151.6,10.073095,57.78,35.3153,18.765193,4.434995,8.615522,103.86,1.434525,0.3845,3.247,49.876764,104.8515,3.974506,3.64,4.250047,116.3261,56.906679,3.7503,9.027564,1.401881,34.609595,2.30758,3.7371589840075,6.774,30.573848,27.100326,1,28.442,9.975,0.7377,13.813735
2017-04-06,3.6725,127.27,15.39499343709,0.937559,1.322239,1.831645,1.833677,0.376,1.4016,3.1156947309207,1.342771,1.003375,657.74,6.898275,2857.65,25.066567,6.970748,110.237015,0.802456,7.769454,290.418151,13319.998125,3.646634,64.518095,32431,112.47,110.847553,1131.108194,0.3049,312.94,151.7,10.053722,57.72,35.3717,18.788018,4.436527,8.596287,103.97,1.431746,0.3845,3.247,50.149072,104.8559,3.963154,3.64,4.24114,115.9715,56.305832,3.7503,8.990718,1.400713,34.599662,2.31712,3.7080442527658,6.7626,30.506282,27.157009,1,28.439,9.975,0.737,13.803581
2017-04-05,3.6725,127.26,15.395017793594,0.936505,1.319067,1.836288,1.831616,0.376,1.3979,3.0880314665668,1.338359,1.00281,661.42,6.896235,2869.32,25.339951,6.963289,110.033808,0.800805,7.768964,290.232253,13324.002622,3.654804,64.893238,32428,112.46,110.966473,1126.35325,0.3049,312.08,151.55,10.048511,57.9,35.3791,18.746675,4.43098,8.584473,104.04,1.434632,0.3845,3.248,50.132984,104.8556,3.962821,3.64,4.251452,116.003,55.871512,3.7503,8.966848,1.399888,34.519573,2.32914,3.690204158082,6.7532,30.4233,27.118953,1,28.539,9.975,0.7366,13.703596
2017-04-04,3.6725,127.38,15.388977560792,0.938879,1.324664,1.834565,1.83626,0.376,1.3968,3.1353863486997,1.344475,1.002066,658.16,6.888649,2866.87,25.400432,6.982912,110.13933,0.803896,7.770632,290.470378,13327.997371,3.645292,65.181673,32429,114.36,110.365224,1124.899071,0.3049,312.69,151.7,10.059807,57.87,35.3107,18.90076,4.431509,8.61797,103.91,1.432729,0.3845,3.251,50.213126,104.8524,3.996902,3.64,4.266454,115.9775,56.442306,3.7503,9.022627,1.399211,34.444653,2.34055,3.6542108722186,6.7423,30.482584,27.024639,1,28.525,9.975,0.7371,13.761994
2017-04-03,3.6725,127.33,15.380545915017,0.937998,1.314323,1.829417,1.834537,0.376,1.3957,3.1248475752744,1.334678,1.00197,663.97,6.887065,2855.57,25.367226,6.976269,109.961542,0.799737,7.772066,289.541319,13322.502579,3.629115,64.984992,32425,113.46,111.28412,1117.240409,0.305,313.49,151.75,10.039396,57.71,35.3156,18.740643,4.42754,8.579683,103.76,1.428196,0.3845,3.248,50.141638,104.8566,3.965763,3.64,4.267423,115.9646,56.355126,3.7503,8.924585,1.397524,34.385142,2.33473,3.6423412437858,6.7464,30.378013,27.021745,1,28.49,9.975,0.737,13.554638
2017-04-02,3.6725,,,,,1.829417,,NaN,NaN,,,,NaN,,2885.57,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-04-01,3.6725,,,,,1.829417,,NaN,NaN,,,,NaN,,2885.57,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-31,3.6725,127.34,15.421476007857,0.935366,1.307829,1.82158,1.829389,0.376,1.3978,3.161537742026,1.3343,1.000468,662.66,6.888224,2880.24,25.282948,6.95716,109.855018,0.800234,7.770461,287.737349,13317.687775,3.634178,64.91114,NaN,113.1,111.823029,1117.332336,0.30475,313.73,152.03,10.022262,57.46,35.3006,18.723693,4.425498,8.575718,103.88,1.431952,0.3845,3.248,50.189879,104.8545,3.953325,3.64,4.258255,116.1292,56.414741,3.7503,8.916098,1.397437,34.350388,2.3135,3.6380132822,NaN,30.390048,26.976058,1,28.523,9.975,0.737,13.319989
2017-03-30,3.6725,126.3,15.415013504703,0.931359,1.302785,1.819715,1.821552,0.376,1.3956,3.1251746297849,1.333706,0.996368,663.61,6.889541,2888.02,25.167179,6.928006,109.64301,0.802645,7.77219,288.115861,13316.000745,3.62429,64.90733,32422,112.51,111.194933,1116.773773,0.30475,314.79,151.98,9.996368,57.4,35.3017,18.741548,4.420509,8.540095,103.85,1.425352,0.3845,3.243,50.167645,104.8589,3.933408,3.64,4.23284,115.3129,56.195865,3.7502,8.905933,1.394896,34.414641,2.3031,3.6433826953525,6.7375,30.310142,27.040107,1,28.69,9.975,0.7353,12.86812
2017-03-29,3.6725,125.6,15.585504279866,0.930406,1.30815,1.801114,1.819687,0.376,1.3974,3.1323036844064,1.337923,0.996651,666.04,6.890863,2911.99,25.140491,6.923335,109.958597,0.803731,7.769166,288.072199,13309.639003,3.625977,64.904168,32418,111.17,110.876442,1112.662821,0.30455,315.15,152.05,9.990045,56.81,NaN,18.935802,4.418962,8.551172,104.06,1.425475,0.3845,3.242,50.272609,104.8596,3.943897,3.64,4.239207,114.6534,56.962877,3.7502,8.885839,1.396167,34.435244,2.3046,3.6514700409378,6.7358,30.214924,27.120665,1,28.652,9.975,0.7343,13.138723
2017-03-28,3.6725,124.77,15.599502716641,0.920895,1.31513,1.796152,1.801087,0.376,1.394,3.1261626300764,1.339534,0.984713,663.74,6.885256,2913.48,24.883507,6.852012,109.12119,0.79616,7.767382,284.731559,13299.438254,3.614513,65.055254,32415,109.79,110.36007,1113.463487,0.3043,314.83,151.8,9.94401,56.66,35.3276,18.871627,4.415784,8.507229,104.12,1.423151,0.3845,3.244,50.176812,104.8609,3.911042,3.64,4.192743,114.1127,56.988857,3.7502,8.777788,1.393959,34.414771,2.297,3.6239985265678,6.7085,30.217331,27.153547,1,28.459,9.975,0.7321,12.940234
2017-03-27,3.6725,124.78,15.599963265681,0.918358,1.30967,1.810116,1.796125,0.376,1.3945,3.1205804022408,1.334925,0.983837,661.64,6.878042,2899.94,24.814951,6.832951,109.209845,0.793489,7.767839,284.883828,13303.388741,3.614933,65.035357,32416,109.78,110.138672,1109.330517,0.3043,315.43,151.7,9.927542,57.1,35.3368,18.818808,4.413169,8.466159,104.66,1.415741,0.3845,3.247,50.065203,104.8625,3.91597,3.64,4.177702,114.3172,56.814675,3.7502,8.770594,1.39122,34.350262,2.3066,3.6002387730737,6.7488,30.133162,27.124559,1,28.448,9.975,0.7315,12.637524
2017-03-26,3.6725,,,,,1.810116,,NaN,NaN,,,,NaN,,2899.94,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-25,3.6725,,,,,1.810116,,NaN,NaN,,,,NaN,,2899.94,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-24,3.6725,125.33,15.597501156872,0.925497,1.31254,1.813304,1.810088,0.376,1.4009,3.1323461360481,1.337159,0.991948,662.42,6.886256,2921.25,25.007867,6.883665,109.09764,0.801481,7.767978,286.728366,13326.496992,3.641555,65.388246,NaN,110.36,111.142989,1120.194354,0.3046,316.56,151.4,9.972143,57.19,35.3461,18.906247,4.423878,8.495419,104.75,1.425359,0.3845,3.243,50.211939,104.8583,3.951411,3.64,4.213512,115.1161,57.090143,3.7502,8.826747,1.399907,34.570106,2.2947,3.6257288292457,6.7797,30.385932,27.057689,1,28.429,9.975,0.7336,12.477186
2017-03-23,3.6725,125.54,15.634989801595,0.927128,1.310217,1.809781,1.813276,0.376,1.3995,3.1158909697756,1.333859,0.992027,662.84,6.885592,2936.82,25.051919,6.893751,109.368533,0.799861,7.767476,286.686445,13317.003523,3.645652,65.464027,NaN,111.28,110.661969,1119.395513,0.3046,NaN,151.71,9.982385,57.08,35.3049,19.095309,4.428982,8.481179,104.81,1.418784,0.3845,3.245,50.351381,NaN,3.957445,3.64,4.223531,114.8291,57.667439,3.7503,8.816521,1.398665,34.600408,2.28307,3.619321342481,6.7791,30.451511,26.919904,1,28.54,9.975,0.7341,12.510013
2017-03-22,3.6725,,15.6220042565,0.925326,1.303414,1.810618,1.809753,0.376,1.4013,3.0983621726659,1.337837,0.991394,657.83,6.88748,2904.87,25.003239,6.881836,109.513463,0.803091,7.768021,286.073841,13328.999722,3.655131,65.420098,NaN,110.74,111.103914,1119.718701,0.3046,NaN,151.71,9.971222,57.09,35.3165,19.144999,4.427501,8.463311,104.46,1.420653,0.3845,3.251,50.219302,104.859,3.961877,3.64,4.218562,114.6884,57.972518,3.7501,8.800315,1.397983,34.630332,2.28698,3.6232071805311,6.7761,30.445082,26.85106,1,28.36,9.975,0.7343,12.594985
2017-03-21,3.6725,125.44,15.634975004629,0.925754,1.293186,1.819038,1.810591,0.376,1.3987,3.071190520274,1.328365,0.995186,662.35,6.88928,2912.53,25.014812,6.883262,109.220237,0.80312,7.765784,285.400852,13318.996482,3.614701,65.259211,NaN,109.45,112.553231,1118.320681,0.3049,NaN,151.5,9.965562,57.31,35.3416,18.985188,4.425477,8.447787,104.64,1.417238,0.3845,3.245,50.060174,104.8604,3.946306,3.64,4.225699,115.1188,57.221811,3.7501,8.787539,1.396778,34.654694,NaN,3.6078503980744,6.7544,30.407332,26.887865,1,28.317,9.975,0.7345,12.573783
2017-03-20,3.6725,125.89,15.557477678571,0.93006,1.294829,1.82158,1.81901,0.376,1.3985,3.1078869047619,1.335472,0.997024,661.15,6.907366,2912.53,25.131138,6.914621,109.628813,0.807227,7.765718,287.053571,13313.504464,3.631324,65.365048,32420,108.34,112.713914,1115.662202,0.3049,315.55,151.98,9.990327,57.33,35.3774,19.114025,4.426525,8.489397,104.74,1.420294,0.3845,3.249,50.061384,104.8547,3.982515,3.64,4.241536,115.1928,57.530041,3.7502,8.84282,1.397879,34.724702,NaN,3.6334635416667,6.7551,30.449219,26.909264,1,28.215,9.975,0.7365,12.675967
2017-03-19,3.6725,,,,,1.82158,,NaN,NaN,,,,NaN,,2912.53,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-18,3.6725,,,,,1.82158,,NaN,NaN,,,,NaN,,2912.53,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-17,3.6725,125.83,15.510012107665,0.931359,1.298314,1.823448,1.821552,0.376,1.4034,3.1053366862252,1.331471,0.996368,661.2,6.905188,2923.96,25.166248,6.924001,109.385024,0.809053,7.763062,287.370774,13345.00326,3.630344,65.428891,NaN,108.6,113.150787,1129.915246,0.3051,315.05,151.75,9.985285,57.35,35.3985,19.158983,4.435503,8.477508,104.72,1.426655,0.3845,3.249,50.169507,104.8536,4.003167,3.64,4.25007,115.104,57.699078,3.7502,8.811586,1.402161,34.849586,2.29116,3.6226133929403,6.7387,30.552296,26.979001,1,28.281,9.975,0.737,12.759989
2017-03-16,3.6725,126.35,15.515010255454,0.932314,1.300112,1.841301,1.82342,0.376,1.4058,3.0993846727578,1.331065,0.99711,669.52,6.899497,2972.61,25.192057,6.931102,109.538877,0.809342,7.763845,289.054634,13316.996084,3.62838,65.374324,32422,109.97,113.322767,1127.3168,0.3051,317.63,151.4,9.992448,57.91,35.4677,19.090994,4.439493,8.538877,105.04,1.431195,0.3845,3.249,50.073653,104.8567,4.006526,3.64,4.242775,115.5519,57.970912,3.7502,8.84188,1.401734,34.995338,2.30409,3.6388215550998,6.7399,30.537945,26.880768,1,28.234,9.975,0.7374,12.704643
2017-03-15,3.6725,127.5,15.549990585577,0.941442,1.317266,1.839742,1.841273,0.376,1.4142,3.1588213142534,1.345415,1.008755,669.07,6.913764,2997.73,25.438712,6.998588,110.011109,0.819742,7.769441,292.628507,13360.318207,3.657503,65.663246,32424,109.68,114.639428,1145.99887,0.3056,319.02,151.6,10.054133,57.85,35.4507,19.582941,4.449068,8.600358,105.88,1.438241,0.3845,3.268,50.263604,104.849,4.067596,3.64,4.276313,116.7,59.069384,3.7503,9.000471,1.412258,35.259838,2.29333,3.7184146111843,6.7361,30.936735,26.904296,1,28.36,9.975,0.741,13.053003
2017-03-14,3.6725,,15.554980716772,0.940645,1.32377,1.834221,1.839714,NaN,NaN,3.1597215689963,1.348697,1.008936,665.43,6.914778,2987.93,25.417176,6.992569,110.18653,0.823657,7.769542,292.841689,13370.24739,3.663531,65.767096,NaN,112.06,114.881008,1149.910639,NaN,NaN,151.4,10.073747,57.67,NaN,19.609444,4.449534,8.607845,NaN,1.447559,NaN,3.286,50.30665,NaN,4.065563,NaN,4.273822,116.3447,59.377387,3.7502,8.93312,1.414636,35.324993,NaN,3.741510676324,NaN,30.968865,26.894568,1,28.419,9.975,0.7414,13.160004
2017-03-13,3.6725,126.91,15.469473881647,0.937822,1.320266,1.844079,1.834193,0.376,1.411,3.1519272249836,1.345775,1.008065,663.4,6.913345,2980.83,25.340898,6.971772,109.839163,0.818325,7.765544,293.003845,13355.997374,3.658351,66.161024,32417,111.01,114.742568,1146.919253,0.3054,318.07,151.45,10.03001,57.98,35.4889,19.637813,4.449967,8.562131,106.57,1.44284,0.3845,3.287,50.343243,104.8583,4.067898,3.64,4.272719,115.7981,59.040608,3.7503,8.969802,1.41358,35.329645,2.296,3.7467879583607,6.7407,30.974397,26.810151,1,28.358,9.975,0.7399,13.138985
2017-03-12,3.6725,,,,,1.844079,,NaN,NaN,,,,NaN,,2980.83,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-11,3.6725,,,,,1.844079,,NaN,NaN,,,,NaN,,2980.83,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-10,3.6725,127.52,15.544974542712,0.942863,1.328965,1.853692,1.844051,0.376,1.4201,3.1768810107486,1.350368,1.012917,664.84,6.914577,3004.43,25.477088,7.008391,110.192815,0.822648,7.766076,294.427682,13375.231001,3.685272,66.634452,NaN,108.43,115.425231,1156.213464,0.30585,317.97,151.25,10.0627,58.28,35.5258,19.770036,4.453234,8.618235,106.83,1.447105,0.3845,3.283,50.236658,104.8552,4.078729,3.64,4.289082,116.9482,59.114086,3.7503,9.030549,1.41816,35.410145,2.31236,3.7526871582123,6.7595,31.08712,26.908632,1,28.408,9.975,0.7421,13.264284
2017-03-09,3.6725,128.07,15.649985783338,0.947777,1.331059,1.852814,1.853663,0.376,1.4194,3.1689887214482,1.352668,1.014975,661.65,6.910435,2987.88,25.609895,7.045493,110.269643,0.821278,7.766942,294.891479,13397.640034,3.690456,66.723059,32420,108.96,114.633684,1158.51578,0.30585,316.81,151.25,10.117145,58.26,35.51,19.78675,4.454744,8.573405,106.74,1.44792,0.3845,3.295,50.343095,104.854,4.09165,3.64,4.312293,117.5717,59.340536,3.7502,9.053644,1.420339,35.339778,2.31009,3.7534830821723,6.7541,31.046346,26.959467,1,28.504,9.975,0.7426,13.266894
2017-03-08,3.6725,128.01,15.577491474043,0.947329,1.323228,1.84931,1.852785,0.376,1.4099,3.1404888215233,1.344543,1.013831,660.02,6.911046,2972.44,25.597764,7.041967,110.25521,0.821836,7.766389,294.334975,13399.772641,3.683119,66.782872,32416,108.94,114.295188,1152.292535,0.3056,NaN,151,10.089523,58.15,35.4854,19.622016,4.460212,8.479822,106.7,1.441739,0.3845,3.293,50.395983,104.856,4.085828,3.64,4.310629,117.1906,58.504452,3.7503,9.020746,1.415972,35.274725,2.30804,3.7356953391436,6.7535,30.938803,NaN,1,28.454,9.975,0.7425,13.064418
2017-03-07,3.6725,127.88,15.484965960666,0.945537,1.316188,1.846516,1.849281,0.376,1.4102,3.1178139183056,1.341812,1.014561,658.71,6.900151,2966.67,25.549357,7.029123,110.188256,0.819875,7.76475,292.662632,13347.002648,3.676721,66.631997,32412,108.22,114.041225,1149.498865,0.3056,315.16,151.2,10.079898,58.06,35.4878,19.489788,4.447617,8.457167,106.76,1.432772,0.3845,3.293,50.337557,104.8538,4.072901,3.64,4.291225,116.8332,58.014372,3.7502,9.003215,1.410741,35.089826,2.30073,3.6775718608169,6.7423,30.934191,27.02132,1,28.283,9.975,0.7418,12.957451
2017-03-06,3.6725,127.78,15.444958459215,0.944109,1.315804,1.851235,1.846488,0.376,1.4118,3.1057401812689,1.339029,1.00963,655.57,6.896715,2977.43,25.510763,7.018221,110.145298,0.814766,7.763878,292.248867,13348.111782,3.677304,66.64983,32409,106.75,113.812311,1154.418429,0.30545,316.26,151,10.067976,58.21,35.5428,19.529739,4.44798,8.466106,106.9,1.423622,0.3845,3.29,50.274736,104.8538,4.068259,3.64,4.275869,116.5647,58.119524,3.7502,9.000661,1.410121,35.030211,2.31046,3.7129909365559,6.7439,30.923338,27.119249,1,28.225,9.975,0.7412,12.995091
2017-03-05,3.6725,,,,,1.851235,,NaN,NaN,,,,NaN,,2977.43,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-04,3.6725,,,,,1.851235,,NaN,NaN,,,,NaN,,2977.43,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-03-03,3.6725,128.35,15.444959772835,0.946522,1.320965,1.860215,1.851207,0.376,1.4135,3.131093232371,1.340369,1.010412,654.11,6.897492,2960.91,25.575958,7.036157,110.155513,0.817369,7.764411,293.118788,13382.498817,3.704023,66.816848,NaN,107.24,114.368197,1153.478467,0.3057,317.46,151.1,10.08566,58.49,35.58,19.6531,4.45452,8.452721,106.8,1.420823,0.3845,3.285,50.352106,104.8459,4.070705,3.64,4.290393,117.5477,58.743777,3.7502,9.027449,1.413441,35.060104,2.31348,3.7281590156176,6.7296,30.969238,27.091316,1,28.271,9.975,0.7427,13.082821
2017-03-02,3.6725,128.27,15.414970515503,0.951113,1.31634,1.856859,1.860186,0.376,1.411,3.1089024158265,1.338121,1.01303,650.98,6.885962,2935.75,25.700019,7.070192,110.417824,0.813772,7.763173,293.25661,13358.502948,3.691269,66.768119,NaN,107.73,114.361803,1145.415636,0.3057,315,151.1,10.112612,58.38,35.5661,19.925338,4.44902,8.448735,106.94,1.409835,0.3845,3.273,50.406125,104.8452,4.084173,3.64,4.300932,117.4473,58.665113,3.7502,9.054118,1.411451,35.004756,2.3066,3.7066768118699,6.7318,30.869317,27.180639,1,28.316,9.975,0.7424,13.106239
2017-03-01,3.6725,128.13,15.47498338555,0.949397,1.305611,1.845645,1.856831,0.376,1.4072,3.1109845248267,1.333333,1.010823,648.88,6.880471,2919.17,25.65366,7.057154,110.459034,0.812209,7.763505,292.366847,13361.995633,3.633723,66.833761,32407,106.5,113.775752,1143.957087,0.3055,313.79,151.25,10.111744,58.04,35.5722,20.041773,4.447926,8.413368,106.8,1.404443,0.3845,3.264,50.332289,104.8431,4.07842,3.64,4.29194,117.2871,58.311023,3.7502,9.044717,1.409095,35.005222,2.29892,3.649292699136,6.7281,30.806988,27.163714,1,28.477,9.975,0.7416,13.082028
2017-02-28,3.6725,127.45,15.47504010569,0.943663,1.302916,1.847388,1.845617,0.376,1.404,3.0961592903652,1.319619,1.004813,645.19,6.867982,2896.27,25.498726,7.014438,109.987544,0.804992,7.761819,290.884213,13336.000755,3.659715,66.649995,32403,106.74,112.13551,1126.960461,0.3053,312.76,151.25,10.065585,58.1,35.5699,19.892422,4.44003,8.369633,106.72,1.387846,0.3845,3.261,50.25762,104.8514,4.071718,3.64,4.265547,116.9316,58.275927,3.7502,9.028499,1.399547,34.870246,2.30018,3.6228177786166,NaN,30.629423,27.053672,1,NaN,9.975,0.7386,13.014061
2017-02-27,3.6725,127.67,15.475016529706,0.944555,1.303108,1.843557,1.84736,0.376,1.4049,3.1090960612071,1.311892,1.007273,645.66,6.872202,2886.52,25.522811,7.020969,110.097384,0.805516,7.760839,290.630018,13362.897894,3.673373,66.696892,32404,107.59,112.27921,1133.512799,0.3053,312.47,151.75,10.071786,57.99,35.5965,19.792104,4.438462,8.348257,106.93,1.38859,0.3845,3.253,50.243695,104.8533,4.075564,3.64,4.262681,117.3306,57.714744,3.7501,9.025031,1.405308,34.855011,2.29911,3.5987531878719,NaN,30.724473,26.976569,1,NaN,9.975,0.7392,12.955039
2017-02-26,3.6725,,,,,1.843557,,NaN,NaN,,,,NaN,,2886.52,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-02-25,3.6725,,,,,1.843557,,NaN,NaN,,,,NaN,,2886.52,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-02-24,3.6725,127.51,15.55000471298,0.942596,1.302291,1.849834,1.843529,0.376,1.4047,3.0888867942313,1.310868,1.00377,640.36,6.868979,2871.67,25.469884,7.007635,110.022528,0.796522,7.761429,290.875672,13317.306061,3.698841,66.608069,NaN,108.4,112.206617,1129.427844,0.3054,311.49,151.85,10.058912,58.18,NaN,19.693562,4.440475,8.329249,106.94,1.386653,0.3845,3.251,50.197945,104.8556,4.063248,3.64,4.257706,117.0736,58.104911,3.7488,8.972382,1.403714,34.881704,2.30154,3.58101611839,6.7582,30.657932,26.906286,1,28.523,9.975,0.738,12.915072
2017-02-23,3.6725,127.85,15.574955074246,0.945805,1.294902,1.860392,1.849806,0.376,1.4148,3.0655443109808,1.311643,1.008512,641.51,6.875343,2893.55,25.556606,7.030644,110.159557,0.800416,7.759103,291.506668,13327.437813,3.698572,66.723257,NaN,109.48,112.834579,1135.240707,0.3054,312.65,152,10.079258,58.49,NaN,19.876099,4.448974,8.329708,107.2,1.384375,0.3845,3.242,50.173082,104.8536,4.074529,3.64,4.27504,117.319,57.876762,3.7502,8.982786,1.411709,34.98534,2.30925,3.5710772722974,6.781,30.701788,26.97287,1,28.482,9.975,0.74,12.879977
2017-02-22,3.6725,128.43,15.594977646723,0.951203,1.302102,1.856155,1.860363,0.376,1.4188,3.0839912489299,1.316846,1.012271,643.63,6.878246,2902.68,25.702464,7.070484,110.448017,0.803291,7.760392,292.523542,13356.197089,3.707885,66.986588,32402,110.27,112.993437,1142.661467,0.3054,314.09,152,10.113859,58.36,35.5686,20.030914,4.453629,8.385142,107.08,1.395605,0.3845,3.243,50.288215,104.8526,4.088938,3.64,4.3002,117.4108,57.81442,3.7501,9.007895,1.417768,35.009988,2.29808,3.6023019119186,6.7773,30.783791,27.042536,1,28.391,9.975,0.7413,13.105013
2017-02-21,3.6725,128.17,15.700009490367,0.949037,1.306064,1.842342,1.856126,0.376,1.4207,3.0960425168454,1.313467,1.00968,642.21,6.884787,2902.81,25.643921,7.054475,110.383411,0.805353,7.761507,291.259372,13372.496916,3.702287,66.93556,32397,110.76,113.666129,1147.100693,0.3054,317.26,151.25,10.102021,57.93,NaN,20.430578,4.45791,8.36462,107.15,1.400494,0.3845,3.249,50.289456,104.8458,4.086932,3.64,4.284996,117.0145,57.738445,3.7503,8.986429,1.422511,35.03464,2.29058,3.6265540476416,6.7624,30.794344,27.025299,1,28.328,9.975,0.7408,13.159913
2017-02-20,3.6725,127.55,15.685003767898,0.941974,1.303222,1.83646,1.842313,NaN,NaN,3.0975885455916,1.31104,1.003203,643.49,6.877449,2902.81,25.45309,7.001978,110.027317,0.802044,7.761115,290.373022,13358.750942,3.7078,66.939054,NaN,110.2,113.140543,1147.654484,NaN,NaN,NaN,10.064148,57.74,NaN,20.46656,4.458836,8.342879,NaN,1.391485,NaN,3.251,50.359834,NaN,4.073662,NaN,4.25942,116.7723,58.045874,3.7503,8.928504,1.418331,35.019781,NaN,3.6248116051243,NaN,30.800678,27.026138,1,28.269,NaN,NaN,13.110023
2017-02-19,3.6725,,,,,1.83646,,NaN,NaN,,,,NaN,,2902.81,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-02-18,3.6725,,,,,1.83646,,NaN,NaN,,,,NaN,,2902.81,,,,,,,,,,NaN,NaN,,,NaN,NaN,,,NaN,NaN,,,,NaN,,NaN,,,NaN,,NaN,,NaN,,,,,,NaN,,NaN,,NaN,,NaN,,,
2017-02-17,3.6725,127.14,15.440469483568,0.938967,1.304413,1.836115,1.836432,0.376,1.4174,3.0918309859155,1.307887,0.998779,638.35,6.867042,2875.68,25.371831,6.979718,109.708545,0.804883,7.761408,289.502347,13332.497653,3.706103,67.1,NaN,110.39,112.751174,1150.00939,0.30535,318.61,151.13,10.037089,57.73,35.5662,20.474178,4.452958,8.323474,107.1,1.390516,0.3845,3.261,50.055399,104.8325,4.066197,3.64,4.246291,116.1048,58.184789,3.7503,8.871174,1.416526,34.995305,2.2856,3.6729577464789,6.752,30.894836,26.988684,1,28.274,9.975,0.7381,13.085164
