Frequency,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily
2019-09-07,3.6725,,,,,1.773674,,,,NaN,,,,NaN,,3361.7,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-08,3.6725,,,,,1.773674,,,,NaN,,,,NaN,,3361.7,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-09,3.6725,110.2,55.574005256956,0.906372,1.456177,1.773674,0.906372,1.772682,,1.3803,4.0572826973625,1.315599,0.99003,711.22,7.124989,3361.7,0.906372,23.434243,0.906372,6.761352,120.159975,0.906372,0.906372,0.906372,0.906372,0.809163,0.906372,7.840388,0.889891,299.039246,14047.040696,0.906372,3.52633,71.677241,,126.13,0.906372,106.960935,1192.776217,0.3037,,180.4,0.906372,0.906372,0.906372,9.681682,NaN,0.906372,NaN,19.510015,4.17067,0.906372,8.942536,,1.552524,0.3845,3.345,51.839935,,3.927762,0.906372,3.64,4.286867,106.6298,65.426357,3.75,9.661742,1.37977,0.906372,0.906372,30.635367,,5.7260944439409,6.7503,31.203662,25.086035,1,36.476,,0.906372,0.7303,14.676969
2019-09-10,3.6725,110.09,56.015036231884,0.905797,1.458605,1.772709,0.905797,1.771558,,1.3805,4.0972826086957,1.316667,0.991214,713.72,7.105525,3368.8,0.905797,23.432065,0.905797,6.757971,119.95,0.905797,0.905797,0.905797,0.905797,0.808877,0.905797,7.840489,0.888882,300.371377,14045,0.905797,3.540308,71.903533,,125.61,0.905797,107.355072,1191.911232,0.3037,,180.3,0.905797,0.905797,0.905797,9.655344,55.76,0.905797,36.1775,19.534873,4.171467,0.905797,8.978714,,1.557428,0.3845,3.346,52.015399,,3.925634,0.905797,3.64,4.2875,106.4768,65.43904,3.75,9.732337,1.379257,0.905797,0.905797,30.615036,,5.7731884057971,6.7695,31.219203,25.026567,1,36.598,,0.905797,0.7303,14.673279
2019-09-11,3.6725,110.18,55.979005725711,0.908843,1.456057,1.771585,0.908843,1.777515,,1.3793,4.064436971735,1.314914,0.993729,714.77,7.117059,3373.75,0.908843,23.509043,0.908843,6.780605,120.275016,0.908843,0.908843,0.908843,0.908843,0.810079,0.908843,7.839771,0.891956,302.099427,14060.001818,0.908843,3.543579,71.682268,,125.9,0.908843,107.706989,1192.711079,0.3037,,180.27,0.908843,0.908843,0.908843,9.666909,55.7,0.908843,NaN,19.500591,4.179497,0.908843,8.974371,,1.558393,0.3845,3.343,52.125784,,3.938471,0.908843,3.64,4.30319,106.4215,65.315005,3.75,9.684904,1.379624,0.908843,0.908843,30.585295,,5.756157411615,6.772,31.13151,24.882279,1,36.523,,0.908843,0.731,14.667273
2019-09-12,3.6725,110.16,56.175043327556,0.912159,1.454255,1.777542,0.912159,1.784001,,1.3763,4.0501687494299,1.319712,0.993524,714.39,7.087658,3372.48,0.912159,23.555596,0.912159,6.806713,120.10654,0.912159,0.912159,0.912159,0.912159,0.811092,0.912159,7.828697,0.895004,301.860805,13965.502144,0.912159,3.545562,71.146584,,125.63,0.912159,107.762474,1182.942625,0.3039,,180.3,0.912159,0.912159,0.912159,9.706467,55.89,0.912159,36.2116,19.423972,4.165283,0.912159,8.988689,,1.553589,0.3845,3.3295,51.912798,,3.950014,0.912159,3.64,4.318891,106.7637,64.96397,3.75,9.697619,1.376539,0.912159,0.912159,30.405911,,5.6622274924747,6.7731,31.036213,24.968816,1,36.444,,0.912159,0.7306,14.588707
2019-09-13,3.6725,109.43,56.100036049027,0.901226,1.453317,1.784028,0.901226,1.762617,,1.3737,4.0522710886806,1.321467,0.985941,711.29,7.082642,3359.2,0.901226,23.290375,0.901226,6.730173,119.923486,0.901226,0.901226,0.901226,0.901226,0.802929,0.901226,7.825523,0.88448,298.783345,13964.996395,0.901226,3.526766,70.963861,,124.45,0.901226,107.993872,1177.000721,0.3039,,179.74,0.901226,0.901226,0.901226,9.640411,56.09,0.901226,36.2186,19.38266,4.164474,0.901226,8.94133,,1.563987,0.3845,3.3165,51.950252,,3.897621,0.901226,3.64,4.267484,106.2329,64.189167,3.75,9.596702,1.372206,0.901226,0.901226,30.439798,,5.6679884643115,6.7697,30.894917,24.831184,1,36.451,,0.901226,0.7282,14.508201
2019-09-14,3.6725,,,,,1.762644,,,,NaN,,,,NaN,,3356.15,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-15,3.6725,,,,,1.762644,,,,NaN,,,,NaN,,3356.15,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-16,3.6725,109.67,56.063457528783,0.906536,1.455353,1.762644,0.906536,1.773003,,1.3733,4.0919227631221,1.325265,0.991025,707.07,7.067084,3356.15,0.906536,23.462968,0.906536,6.769105,120.099991,0.906536,0.906536,0.906536,0.906536,0.802375,0.906536,7.820325,0.889692,300.897471,14039.996374,0.906536,3.537576,71.60049,,124.13,0.906536,107.841537,1184.05403,0.30365,,180.35,0.906536,0.906536,0.906536,9.679993,55.42,0.906536,36.2399,19.426888,4.178044,0.906536,8.978606,,1.570483,0.3845,3.3245,52.299882,,3.919953,0.906536,3.64,4.292267,106.2262,64.037984,3.75,9.673012,1.374127,0.906536,0.906536,30.524884,,5.7148943885414,6.7373,30.917415,24.710681,1,36.644,,0.906536,0.7294,14.640377
2019-09-17,3.6725,110.13,56.269998186106,0.906947,1.46218,1.773031,0.906947,1.773807,,1.3765,4.1000362778886,1.325957,0.994558,709.81,7.096771,3364.43,0.906947,23.504444,0.906947,6.772266,120.199982,0.906947,0.906947,0.906947,0.906947,0.805487,0.906947,7.823871,0.890396,302.884092,14091.003084,0.906947,3.557682,71.782151,,123.97,0.906947,108.135317,1189.597315,0.30385,,180.55,0.906947,0.906947,0.906947,9.68801,55.75,0.906947,36.2399,19.492019,4.185471,0.906947,8.952929,,1.580446,0.3845,3.343,52.341738,,3.937602,0.906947,3.64,4.293488,106.7906,64.143026,3.75,9.703428,1.376292,0.906947,0.906947,30.565028,,5.7196626156358,6.729,30.975875,24.771443,1,36.748,,0.906947,0.7305,14.763287
2019-09-18,3.6725,109.64,56.492535963087,0.904732,1.461051,1.773835,0.904732,1.769474,,1.3755,4.0753641545282,1.32498,0.995114,NaN,7.088483,3380.92,0.904732,23.425314,0.904732,6.755903,120.079978,0.904732,0.904732,0.904732,0.904732,0.802678,0.904732,7.828915,0.888341,301.176151,14060.635122,0.904732,3.535239,71.208722,,123.85,0.904732,108.151633,1190.82602,0.3037,,180.65,0.904732,0.904732,0.904732,9.680268,55.77,0.904732,36.2342,19.327694,4.184022,0.904732,8.948249,,1.576766,0.3845,3.3435,52.151452,,3.923822,0.904732,3.64,4.285352,106.2871,64.182123,3.75,9.707591,1.373564,0.904732,0.904732,30.534696,,5.669320546458,6.7392,30.949064,24.76452,1,36.744,,0.904732,0.7298,14.618294
2019-09-19,3.6725,109.62,56.454504382398,0.903587,1.472034,1.769501,0.903587,1.767236,,1.3789,4.1328273244782,1.327008,0.991235,NaN,7.094786,3377.79,0.903587,23.395681,0.903587,6.747267,119.835999,0.903587,0.903587,0.903587,0.903587,0.801798,0.903587,7.829493,0.887577,300.686726,14059.998193,0.903587,3.51396,71.323304,,123.82,0.903587,107.942532,1194.217042,0.3037,,180.85,0.903587,0.903587,0.903587,9.678323,55.63,0.903587,NaN,19.37526,4.191289,0.903587,8.93693,,1.584531,0.3845,3.3535,52.230053,,3.920304,0.903587,3.64,4.287341,106.5168,63.878016,3.75,9.688533,1.377338,0.903587,0.903587,30.524984,,5.6946778711485,6.7407,30.99485,24.669853,1,36.766,,0.903587,0.7293,14.669829
2019-09-20,3.6725,109.9,56.517044424297,0.906618,1.47262,1.767263,0.906618,1.773164,,1.3758,4.1664551223935,1.326927,0.992022,NaN,7.09039,3377.72,0.906618,23.4932,0.906618,6.769538,119.965005,0.906618,0.906618,0.906618,0.906618,0.799909,0.906618,7.834361,0.89053,301.80417,14055.004533,0.906618,3.521034,70.981414,,124.06,0.906618,107.987307,1188.794198,0.3037,,181.1,0.906618,0.906618,0.906618,9.694016,55.55,0.906618,36.2271,19.452221,4.169991,0.906618,9.013871,,1.593744,0.3845,3.359,52.017226,,3.950589,0.906618,3.64,4.302448,106.3523,63.819855,3.75,9.711061,1.375884,0.906618,0.906618,30.495014,,5.7020852221215,6.7407,30.953762,24.617559,1,36.776,,0.906618,0.7295,14.867724
2019-09-21,3.6725,,,,,1.773191,,,,NaN,,,,NaN,,3402.32,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-22,3.6725,,,,,1.773191,,,,NaN,,,,NaN,,3402.32,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-23,3.6725,110.53,56.664997724169,0.910332,1.476923,1.773191,0.910332,1.780428,,1.3761,4.1570323167956,1.327811,0.991443,715.24,7.12599,3402.32,0.910332,23.568503,0.910332,6.796905,120.360036,0.910332,0.910332,0.910332,0.910332,0.804215,0.910332,7.839417,0.894903,304.615385,14084.997724,0.910332,3.51543,70.951752,,124.86,0.910332,107.482931,1197.332726,0.3037,,181.4,0.910332,0.910332,0.910332,9.712335,55.75,0.910332,36.2484,19.422212,4.185344,0.910332,9.078107,,1.594356,0.3845,3.363,52.13655,,3.989076,0.910332,3.64,4.323896,106.6718,63.963314,3.75,9.753573,1.378243,0.910332,0.910332,30.495221,,5.7195266272189,6.7482,31.007738,24.432618,1,36.75,,0.910332,0.7311,14.880746
2019-09-24,3.6725,110.49,56.925020448968,0.908843,1.471326,1.780455,0.908843,1.777515,,1.3777,4.1587748795783,1.325638,0.988639,722.17,7.107062,3437.78,0.908843,23.513587,0.908843,6.785513,120.290012,0.908843,0.908843,0.908843,0.908843,0.801172,0.908843,7.840135,0.893102,304.616923,14112.496592,0.908843,3.504044,70.947469,,124.86,0.908843,107.652458,1193.910752,0.3038,,181.05,0.908843,0.908843,0.908843,9.704262,55.98,0.908843,36.2407,19.43988,4.181496,0.908843,9.017995,,1.583932,0.3845,3.345,52.129419,,3.981914,0.908843,3.64,4.31555,106.9957,63.642552,3.75,9.703081,1.376443,0.908843,0.908843,30.564392,,5.6850858856675,NaN,31.008816,24.327195,1,36.789,,0.908843,0.7309,14.868581
2019-09-25,3.6725,110.6,56.869969040248,0.910581,1.478419,1.777542,0.910581,1.780914,,1.3764,4.1874886177381,1.327627,0.987161,721.92,7.124294,3438.66,0.910581,23.553997,0.910581,6.797305,120.230013,0.910581,0.910581,0.910581,0.910581,0.807394,0.910581,7.836369,0.895051,304.999089,14150,0.910581,3.504098,71.044892,,123.56,0.910581,107.448552,1200.50082,0.3037,,181.44,0.910581,0.910581,0.910581,9.719996,55.89,0.910581,NaN,19.583682,4.190038,0.910581,9.042979,,1.587598,0.3845,3.35,52.33564,,3.998816,0.910581,3.64,4.319614,106.874,64.367055,3.75,9.727281,1.377982,0.910581,0.910581,30.574577,,5.700054634857,6.7643,31.072664,24.209491,1,36.88,,0.910581,0.731,15.032326
2019-09-26,3.6725,111.37,56.994514536478,0.914244,1.477601,1.780942,0.914244,1.788078,,1.3789,4.1244285975498,1.324008,0.993235,727.08,7.128908,3451.02,0.914244,23.63412,0.914244,6.824191,120.455019,0.914244,0.914244,0.914244,0.914244,0.809152,0.914244,7.838636,0.898688,306.207716,14168.001463,0.914244,3.515634,70.908758,,124.11,0.914244,107.633937,1201.234229,0.3039,,181.65,0.914244,0.914244,0.914244,9.738069,55.99,0.914244,36.325,19.562534,4.192814,0.914244,9.0725,,1.583013,0.3845,3.3635,52.170415,,4.01088,0.914244,3.64,4.340922,107.2664,64.197294,3.75,9.745657,1.380874,0.914244,0.914244,30.6354,,5.6590784421284,6.7589,31.044981,24.120199,1,36.812,,0.914244,0.7328,14.968276
2019-09-27,3.6725,111.52,57.170004572474,0.914495,1.480293,1.788106,0.914495,1.788569,,1.3824,4.160219478738,1.325377,0.993141,726.17,7.128212,3435.71,0.914495,23.632373,0.914495,6.827709,120.66941,0.914495,0.914495,0.914495,0.914495,0.81187,0.914495,7.839689,0.899177,306.849566,14165.002286,0.914495,3.483859,70.478738,,124.11,0.914495,108.102423,1198.399634,0.3039,,181.8,0.914495,0.914495,0.914495,9.741472,56.22,0.914495,36.3757,19.628715,4.18802,0.914495,9.067673,,1.590123,NaN,3.3895,51.884774,,4.011431,0.914495,NaN,4.345222,107.6029,64.356013,3.75,9.786008,1.380887,0.914495,0.914495,30.644719,,5.6602652034751,6.7705,31.01326,24.186956,1,36.851,,0.914495,0.733,15.073708
2019-09-28,3.6725,,,,,1.788596,,,,NaN,,,,NaN,,3462.01,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-29,3.6725,,,,,1.788596,,,,NaN,,,,NaN,,3462.01,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-09-30,3.6725,111.7,57.325006887685,0.918358,1.480944,1.788596,0.918358,1.796125,,1.3813,4.1590596014326,1.324823,0.996143,725.68,7.143356,3462.01,0.918358,23.70833,0.918358,6.856644,120.640004,0.918358,0.918358,0.918358,0.918358,0.813417,0.918358,7.839838,0.903305,307.493801,14195.004133,0.918358,3.478465,70.861879,,123.69,0.918358,107.989714,1198.301038,0.30405,,182,0.918358,0.918358,0.918358,9.761227,56.24,0.918358,36.4542,19.700799,4.186978,0.918358,9.087428,,1.595647,0.3845,3.3835,51.935899,,4.020755,0.918358,3.64,4.361833,107.4299,64.979061,3.75,9.822573,1.383047,0.918358,0.918358,30.595096,,5.6470750298466,6.7506,31.048765,24.082809,1,36.939,,0.918358,0.7335,15.205804
2019-10-01,3.6725,112.09,57.592494035603,0.9176,1.493302,1.796152,0.9176,1.794641,,1.3839,4.1644338410718,1.3274,1.000734,728.21,7.148376,3477.45,0.9176,23.619013,0.9176,6.85034,120.630024,0.9176,0.9176,0.9176,0.9176,0.816251,0.9176,7.840796,0.902571,307.203157,14227.995963,0.9176,3.478345,71.106625,,124.12,0.9176,108.276748,1202.569279,0.30425,,182.2,0.9176,0.9176,0.9176,9.750321,56.47,0.9176,36.4654,19.782254,4.194531,0.9176,9.126721,,1.608369,0.3845,3.3915,51.945311,,4.0167,0.9176,3.64,4.359607,107.86,65.224353,3.75,9.914021,1.386309,0.9176,0.9176,30.675353,,5.6871903101487,6.7328,31.075427,24.197474,1,37.016,,0.9176,0.7342,15.296385
2019-10-02,3.6725,112.15,57.645034324943,0.915332,1.496659,1.794669,0.915332,1.790206,,1.3844,4.1662242562929,1.324211,1.001373,729.38,7.148375,3491.29,0.915332,23.559725,0.915332,6.834325,120.466545,0.915332,0.915332,0.915332,0.915332,0.814371,0.915332,7.841281,0.900814,305.76659,14203.002288,0.915332,3.489336,71.237986,,124.08,0.915332,107.524027,1206.590389,0.30405,,181.7,0.915332,0.915332,0.915332,9.735469,56.43,0.915332,36.4973,19.804577,4.194508,0.915332,9.146911,,1.602929,0.3845,3.387,51.996339,,3.999817,0.915332,3.64,4.347002,107.4647,65.184622,3.75,9.896384,1.385538,0.915332,0.915332,30.625172,,5.7295194508009,6.7139,31.073684,24.555302,1,37.184,,0.915332,0.7337,15.251899
2019-10-03,3.6725,111.97,57.825038809241,0.913159,1.487901,1.790233,0.913159,1.785956,,1.3826,4.117797461419,1.333759,1.000548,727.8,7.148388,3497.34,0.913159,23.50379,0.913159,6.817277,120.409095,0.913159,0.913159,0.913159,0.913159,0.810794,0.913159,7.842389,0.899039,304.100082,14172.495662,0.913159,3.495754,70.966578,,123.89,0.913159,106.994795,1203.39695,0.3039,,181.37,0.913159,0.913159,0.913159,9.701306,56.29,0.913159,36.5115,19.750068,4.187471,0.913159,9.146653,,1.590814,0.3845,3.377,51.810794,,3.963108,0.913159,3.64,4.334764,107.2467,65.085472,3.75,9.892247,1.381426,0.913159,0.913159,30.5552,,5.7024929230207,6.7284,31.000822,24.859769,1,37.176,,0.913159,0.7322,15.165464
2019-10-04,3.6725,111.66,57.670006375808,0.91083,1.479825,1.785983,0.91083,1.781401,,1.3794,4.0737772110393,1.330904,0.993989,719.53,7.14974,3467.6,0.91083,23.445669,0.91083,6.800802,120.420894,0.91083,0.91083,0.91083,0.91083,0.811048,0.91083,7.842153,0.897169,303.087713,14146.452318,0.91083,3.484288,70.900355,,123.54,0.91083,106.776573,1195.300118,NaN,,181.35,0.91083,0.91083,0.91083,9.696238,56.15,0.91083,36.4783,19.590764,4.185536,0.91083,9.100556,,1.58029,0.3845,3.377,51.74515,,3.938883,0.91083,3.64,4.32462,107.1097,64.798251,3.75,9.846525,1.378905,0.91083,0.91083,30.455415,,5.6931414518626,6.7354,30.887148,24.877122,1,37.151,,0.91083,0.7311,15.160397
2019-10-05,3.6725,,,,,1.781428,,,,NaN,,,,NaN,,3430.28,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-10-06,3.6725,,,,,1.781428,,,,NaN,,,,NaN,,3430.28,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-10-07,3.6725,111.72,57.674974984081,0.90967,1.484217,1.781428,0.90967,1.779132,,1.3812,4.0670426635131,1.33112,0.993723,715.53,7.148367,3430.28,0.90967,23.452197,0.90967,6.793323,120.170017,0.90967,0.90967,0.90967,0.90967,0.811016,0.90967,7.844719,0.896268,303.502229,14172.546166,0.90967,3.493587,70.993814,,124.19,0.90967,106.83162,1196.397708,0.3038,,180.87,0.90967,0.90967,0.90967,9.66606,56.01,0.90967,36.5071,19.5579,4.193032,0.90967,9.131993,,1.587556,0.3845,3.386,51.87301,,3.940417,0.90967,3.64,4.318657,107.0353,64.873556,3.75,9.907214,1.380424,0.90967,0.90967,30.452106,,5.7400163740562,NaN,30.886018,24.611821,1,37.219,,0.90967,0.7315,15.13072
2019-10-08,3.6725,111.65,57.834971782268,0.910249,1.482432,1.779159,0.910249,1.780266,,1.3805,4.1027671582013,1.331058,0.99199,717.05,7.143091,3445.76,0.910249,23.488986,0.910249,6.798562,120.280539,0.910249,0.910249,0.910249,0.910249,0.817358,0.910249,7.844347,0.896936,304.542145,14154.997269,0.910249,3.510468,71.13053,,124.19,0.910249,106.890588,1198.261424,0.3038,,180.3,0.910249,0.910249,0.910249,9.685691,55.94,0.910249,36.5114,19.599126,4.193519,0.910249,9.143455,,1.581376,0.3845,,51.843255,,3.943747,0.910249,3.64,4.32241,107.0754,65.194338,3.75,9.894684,1.380666,0.910249,0.910249,30.405061,,5.8365192062625,6.757,30.812853,24.867568,1,37.225,,0.910249,0.732,15.267795
2019-10-09,3.6725,111.94,57.847463801111,0.910664,1.482743,1.780293,0.910664,1.781076,,1.3819,4.0782260267735,1.330207,0.995082,722.28,7.127311,3452.57,0.910664,23.516073,0.910664,6.80184,120.259995,0.910664,0.910664,0.910664,0.910664,0.818231,0.910664,7.844732,0.897671,304.19816,14170.002732,0.910664,3.502869,71.062745,,125.03,0.910664,107.376377,1197.313542,0.3039,,180.45,0.910664,0.910664,0.910664,9.699481,55.97,0.910664,36.5151,19.535561,4.196977,0.910664,9.154722,,1.582825,0.3845,3.378,51.740279,,3.937346,0.910664,3.64,4.324378,107.2235,64.8318,3.75,9.941991,1.379929,0.910664,0.910664,30.335124,,5.8330753119024,6.7571,30.807759,24.707021,1,37.211,,0.910664,0.7322,15.139605
2019-10-10,3.6725,111.82,57.750045330916,0.906618,1.478422,1.781104,0.906618,1.773164,,1.3781,4.0966455122393,1.330734,0.992566,724.27,7.123028,3454.53,0.906618,23.475068,0.906618,6.770988,120.074977,0.906618,0.906618,0.906618,0.906618,0.817362,0.906618,7.844243,0.893803,302.366274,14151.49592,0.906618,3.508069,71.038531,,125.13,0.906618,107.452403,1192.99184,0.3039,,180.5,0.906618,0.906618,0.906618,9.670082,56,0.906618,36.525,19.512511,4.18903,0.906618,9.114687,,1.57951,0.3845,3.3595,51.650045,,3.91505,0.906618,3.64,4.308522,106.9584,64.63291,3.75,9.829102,1.376881,0.906618,0.906618,30.405258,,5.887216681777,6.7623,30.690843,24.701001,1,37.181,,0.906618,0.7311,15.131278
2019-10-11,3.6725,111.9,57.912976546228,0.905551,1.471158,1.773191,0.905551,1.771077,,1.3739,4.1013311600109,1.329258,0.99837,720.61,7.101059,3458.42,0.905551,23.369555,0.905551,6.76338,119.970026,0.905551,0.905551,0.905551,0.905551,0.79252,0.905551,7.84334,0.892751,300.380331,14127.999638,0.905551,3.502037,71.074436,,124.74,0.905551,108.439736,1185.01313,0.3039,,180.65,0.905551,0.905551,0.905551,9.662682,NaN,0.905551,36.5169,19.375623,4.185457,0.905551,9.089468,,1.577379,0.3845,3.3565,51.550303,,3.899031,0.905551,3.64,4.307978,106.7028,64.116092,3.75,9.82052,1.374355,0.905551,0.905551,30.464548,,5.8600923662048,6.757,30.682785,24.530569,1,37.13,,0.905551,0.7296,14.849045
2019-10-12,3.6725,,,,,1.771104,,,,NaN,,,,NaN,,3431.46,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-10-13,3.6725,,,,,1.771104,,,,NaN,,,,NaN,,3431.46,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-10-14,3.6725,111.76,58.034992294443,0.906536,1.47992,1.771104,0.906536,1.773003,,NaN,4.1152207415466,1.321367,0.995649,712.98,7.069894,3431.46,0.906536,23.409482,0.906536,6.770828,120.02502,0.906536,0.906536,0.906536,0.906536,0.797598,0.906536,7.844166,0.894143,300.462333,14129.99728,0.906536,3.508567,71.185296,,124.96,0.906536,108.240413,1184.897108,NaN,,NaN,0.906536,0.906536,0.906536,9.665941,55.75,0.906536,NaN,19.307678,4.188016,0.906536,9.107334,,1.589067,NaN,3.3625,51.580999,,3.89185,0.906536,NaN,4.310217,106.5247,64.231983,3.75,9.838002,1.369142,0.906536,0.906536,30.39525,,5.9309219472396,NaN,30.590155,NaN,1,37.207,,0.906536,NaN,14.802194
2019-10-15,3.6725,111.98,57.958480966658,0.908513,1.48024,1.773031,0.908513,1.776869,,1.3691,4.1307349868266,1.322976,0.997274,712.04,7.081221,3431.46,0.908513,23.4578,0.908513,6.7865,120.100027,0.908513,0.908513,0.908513,0.908513,0.790933,0.908513,7.845099,0.896551,301.971473,14165.004088,0.908513,3.523576,71.496321,,125.57,0.908513,108.321977,1186.072499,0.3037,,181.65,0.908513,0.908513,0.908513,9.677115,55.74,0.908513,36.4447,19.2284,4.190515,0.908513,9.144454,,1.594531,0.3845,3.3695,51.629872,,3.902607,0.908513,3.64,4.318888,106.5421,64.454983,3.75,9.832379,1.370764,0.908513,0.908513,30.375216,,5.876078858908,6.7732,30.615972,24.538038,1,37.324,,0.908513,0.7295,14.86236
2019-10-16,3.6725,112,58.275011337868,0.907029,1.486984,1.776897,0.907029,1.773968,,1.372,4.1745124716553,1.320907,0.99746,715.48,7.09932,3451.33,0.907029,23.363265,0.907029,6.776599,120.025034,0.907029,0.907029,0.907029,0.907029,0.785125,0.907029,7.845805,0.894907,302.058957,14205.995465,0.907029,3.541406,71.444898,,125.37,0.907029,108.752834,1188.671202,0.3037,,181.9,0.907029,0.907029,0.907029,9.661224,55.87,0.907029,36.4679,19.233832,4.195011,0.907029,9.203175,,1.601179,0.3845,3.3675,51.560091,,3.896145,0.907029,3.64,4.313923,106.4999,64.236916,3.75,9.82839,1.373061,0.907029,0.907029,30.41542,,5.9025850340136,6.7835,30.647619,24.785759,1,37.34,,0.907029,0.7293,14.977687
2019-10-17,3.6725,111.57,57.750022496176,0.899847,1.466211,1.773995,0.899847,1.759921,,1.3687,4.1599928012238,1.317736,0.989022,718.69,7.077927,3459.55,0.899847,23.101773,0.899847,6.722487,119.635022,0.899847,0.899847,0.899847,0.899847,0.781427,0.899847,7.844057,0.888859,298.380275,14156.996311,0.899847,3.540538,71.158553,,124.66,0.899847,108.710519,1178.961577,0.30355,,181.9,0.899847,0.899847,0.899847,9.616395,55.77,0.899847,36.4521,19.206065,4.17916,0.899847,9.171691,,1.580491,0.3845,3.3545,51.310177,,3.856294,0.899847,3.64,4.279043,106.1169,64.012508,3.75,9.727796,1.365158,0.899847,0.899847,30.314946,,5.8966975614146,6.7844,30.627193,24.835244,1,37.336,,0.899847,0.7267,14.873122
2019-10-18,3.6725,111.37,58.247487437186,0.897344,1.460696,1.759948,0.897344,1.755025,,1.3651,4.1603553481694,1.313622,0.986719,713.23,7.083722,3465.35,0.897344,23.024946,0.897344,6.703338,119.485014,0.897344,0.897344,0.897344,0.897344,0.775619,0.897344,7.842426,0.886303,296.679828,14153.93934,0.897344,3.541098,71.135589,,124.94,0.897344,108.551687,1179.405958,0.30355,,181.9,0.897344,0.897344,0.897344,9.601669,55.33,0.897344,36.3997,19.191942,4.186468,0.897344,9.170675,,1.569275,0.3845,3.345,51.211414,,3.84449,0.897344,3.64,4.268216,105.7279,63.98654,3.75,9.668162,1.365219,0.897344,0.897344,30.295226,,5.783111988514,6.7524,30.561737,24.733852,1,37.368,,0.897344,0.7262,14.767229
2019-10-19,3.6725,,,,,1.755052,,,,NaN,,,,NaN,,3428.63,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
2019-10-20,3.6725,,,,,1.755052,,,,NaN,,,,NaN,,3428.63,,,,,,,,,,,,,,,,,,,,NaN,,,,NaN,,,,,,,NaN,,NaN,,,,,,,NaN,,,,,,NaN,,NaN,,,,,,,,,,NaN,,NaN,,NaN,,,,
